liga,event_id,partido,mercado,dispersion,overround,n_casas,n_lineas
soccer_spain_la_liga,73639380311449b9494a3230cf1356ba,Valencia vs Barcelona,btts,0.050963724987685755,0.0741077517617641,15.0,1
soccer_spain_la_liga,73639380311449b9494a3230cf1356ba,Valencia vs Barcelona,double_chance,0.006453200653141173,1.1148027247387797,9.0,1
soccer_spain_la_liga,73639380311449b9494a3230cf1356ba,Valencia vs Barcelona,h2h,0.01253450255657778,0.06098771503332989,36.0,1
soccer_spain_la_liga,79bc2eff76fa09664659765d5b1ded1a,Sevilla vs Valencia,alternate_totals,0.00854105344093457,0.09487566956607218,5.0,3
soccer_spain_la_liga,79bc2eff76fa09664659765d5b1ded1a,Sevilla vs Valencia,btts,0.001440584592644849,0.08900956203517874,4.0,1
soccer_spain_la_liga,79bc2eff76fa09664659765d5b1ded1a,Sevilla vs Valencia,h2h,0.008049083617039472,0.060452549814251855,17.0,1
soccer_spain_la_liga,823ef5c97dc93ff1e8fd7dbafb90c9d5,Espanyol vs Sevilla,alternate_totals,0.0112564655667075,0.07193682504448318,12.5,6
soccer_spain_la_liga,823ef5c97dc93ff1e8fd7dbafb90c9d5,Espanyol vs Sevilla,btts,0.006581552624654867,0.07644485378770449,15.0,1
soccer_spain_la_liga,823ef5c97dc93ff1e8fd7dbafb90c9d5,Espanyol vs Sevilla,double_chance,0.004786504993454611,1.129524886877828,9.0,1
soccer_spain_la_liga,823ef5c97dc93ff1e8fd7dbafb90c9d5,Espanyol vs Sevilla,h2h,0.006893570011467834,0.05978260869565233,36.0,1
soccer_spain_la_liga,988bf24f295c26c84ff1890b0df16cdf,CA Osasuna vs Espanyol,alternate_totals,0.004181977223863403,0.08613839577639087,4.5,2
soccer_spain_la_liga,988bf24f295c26c84ff1890b0df16cdf,CA Osasuna vs Espanyol,btts,0.001399120133375495,0.09031491384432555,4.0,1
soccer_spain_la_liga,988bf24f295c26c84ff1890b0df16cdf,CA Osasuna vs Espanyol,h2h,0.008147982677943122,0.06406138616163881,17.0,1
soccer_spain_la_liga,9b2649e0420d4d0fe486d8751bef8c57,Elche CF vs Real Sociedad,alternate_totals,0.010130383123025609,0.07347001250790608,12.5,6
soccer_spain_la_liga,9b2649e0420d4d0fe486d8751bef8c57,Elche CF vs Real Sociedad,btts,0.00887933897068422,0.07604017216642767,15.0,1
soccer_spain_la_liga,9b2649e0420d4d0fe486d8751bef8c57,Elche CF vs Real Sociedad,double_chance,0.0023120793644528545,1.1320453986286276,9.0,1
soccer_spain_la_liga,9b2649e0420d4d0fe486d8751bef8c57,Elche CF vs Real Sociedad,h2h,0.005224068630055389,0.05892449113725862,36.0,1
soccer_spain_la_liga,a2b7ba5696cd299b4f44da1dcb77f1f5,Villarreal vs Deportivo La Coruña,alternate_totals,0.014725993998218669,0.07152561553563169,10.5,6
soccer_spain_la_liga,a2b7ba5696cd299b4f44da1dcb77f1f5,Villarreal vs Deportivo La Coruña,btts,0.03891129240265927,0.0783629810487152,15.0,1
soccer_spain_la_liga,a2b7ba5696cd299b4f44da1dcb77f1f5,Villarreal vs Deportivo La Coruña,double_chance,0.005098371286173785,1.1195040446377345,9.0,1
soccer_spain_la_liga,a2b7ba5696cd299b4f44da1dcb77f1f5,Villarreal vs Deportivo La Coruña,h2h,0.007901773256299538,0.05727599706857989,35.0,1
soccer_spain_la_liga,cc2d83728ebda9924e83fe6a3d4642a5,Alavés vs CA Osasuna,alternate_totals,0.010700090426212155,0.07174641701340734,13.0,5
soccer_spain_la_liga,cc2d83728ebda9924e83fe6a3d4642a5,Alavés vs CA Osasuna,btts,0.010780269916566044,0.07471264367816088,15.0,1
soccer_spain_la_liga,cc2d83728ebda9924e83fe6a3d4642a5,Alavés vs CA Osasuna,double_chance,0.0023662671484611726,1.1256428993001881,9.0,1
soccer_spain_la_liga,cc2d83728ebda9924e83fe6a3d4642a5,Alavés vs CA Osasuna,h2h,0.0056300239787753364,0.05739834541561939,36.0,1
soccer_spain_la_liga,d824443a97dfe00630e64d166b01493c,Rayo Vallecano vs Real Racing Club de Santander,alternate_totals,0.011238940951979803,0.06662932646619663,11.5,6
soccer_spain_la_liga,d824443a97dfe00630e64d166b01493c,Rayo Vallecano vs Real Racing Club de Santander,btts,0.011745917239650957,0.0752685227678902,14.0,1
soccer_spain_la_liga,d824443a97dfe00630e64d166b01493c,Rayo Vallecano vs Real Racing Club de Santander,double_chance,0.0016571734946978398,1.123468442486847,9.0,1
soccer_spain_la_liga,d824443a97dfe00630e64d166b01493c,Rayo Vallecano vs Real Racing Club de Santander,h2h,0.005344377419652391,0.05602240896358546,35.0,1
